Edad	RangoEdad	Sexo	EstadoCivil	TipoLocalidad	Comuna	Zona	Estrato	TipoVivienda	TiempoEnMedellin	PersonasConLasQueVive	AfiliacionSalud	NivelEstudio	Estudia	ValoracionOportunidadesDeLaCiudadParaEstudiar	ValoracionInstitucionEnHabilidadesDelMundoLaboral	ImpactoProfesoresEnLaVida	Trabaja	PercepcionOfertaLaboral	GastoSemanalTransporte	GastoSemanalRumba	GastoSemanalObligacionesFamiliares	EdadALaQueTuvoPrimerHijo	EdadPrimeraRelacionSexual	ConsumoDrogas	ConsumoCigarrillo	ConsumoLicor	FrecuenciaEjercicio	FrecuenciaLectura	ParticipacionMarchas	ActividadesComunitarias	ParticipacionVoluntariados	ParticipacionGrupoJuvenil
14	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tu propiedad	De 5 a 10 anos	8 personas	Subsidiado/ Sisben	Grado 6	No	Favorable	Favorable	Favorable	Nunca he trabajado	Muy buena	0	10000	0	No Aplica	No Aplica	No	No	Si	A veces	A veces	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 9	Si	Favorable	Favorable	Favorable	No	Buena	0	0	0	No Aplica	15	Si	No	Si	Casi Siempre	A veces	No	No	No	No
23	22-26	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	9 personas	Cotizante	Universitaria Incompleta o en curso	Si	Muy favorable	Favorable	Ni favorable/ Ni desfavorable	Si	Mala	0	0	0	20	19	No	No	Si	Nunca	Casi Siempre	No	No	No	Si
15	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Prestado por un familiar o amigo	Siempre	Mas de 10 personas	Subsidiado/ Sisben	Grado 9	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	Si	No	No	A veces	A veces	No	No	No	No
23	22-26	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Cotizante	Tecnica Completa	No	Muy favorable	Muy favorable	Favorable	Si	Muy Mala	0	0	0	No Aplica	14	No	Si	Si	Casi Siempre	A veces	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	5 personas	Subsidiado/ Sisben	Grado 6	No	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	0	0	16	10	No	No	No	Nunca	Nunca	No	No	No	No
22	22-26	Hombre	Separado(a) o divorciado(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	De 1 a 5 anos	Vive solo	Ninguno	Grado 11	No	Muy favorable	Favorable	Favorable	Si	Buena	15000	0	40000	No Aplica	15	No	No	No	A veces	A veces	No	No	No	Si
26	22-26	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 11	No	Muy favorable	Favorable	Favorable	No	Muy Mala	0	0	0	22	14	No	Si	No	Casi Siempre	Casi nunca	No	No	No	Si
21	18-21	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Popular	NORORIENTAL	Estrato 2	Prestado por un familiar o amigo	De 5 a 10 anos	4 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Ni favorable/ Ni desfavorable	Favorable	Si	Buena	17000	0	70000	No Aplica	17	No	No	No	A veces	A veces	No	No	No	No
20	18-21	Mujer	Separado(a) o divorciado(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tu propiedad	Siempre	Mas de 10 personas	Subsidiado/ Sisben	Grado 10	No	Favorable	Favorable	Favorable	No	Buena	6000	0	20000	No Aplica	15	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 8	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tu propiedad	Siempre	8 personas	Subsidiado/ Sisben	Grado 9	Si	Favorable	Favorable	Favorable	Si	Buena	0	0	0	No Aplica	No Aplica	No	No	No	A veces	A veces	No	No	No	No
21	18-21	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Popular	NORORIENTAL	Estrato 2	Prestado por un familiar o amigo	Siempre	2 personas	Cotizante	Tecnologia Completa	No	Ni favorable/ Ni desfavorable	Favorable	Muy favorable	Si	Ni buena/ Ni mala	0	0	0	No Aplica	18	No	No	No	Nunca	Nunca	No	No	No	No
20	18-21	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	5 personas	Subsidiado/ Sisben	Universitaria completa	No	Muy favorable	Muy favorable	Muy favorable	Si	Ni buena/ Ni mala	30000	0	50000	No Aplica	17	No	No	No	A veces	Casi Siempre	No	Si	No	Si
26	22-26	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	3 personas	Subsidiado/ Sisben	Grado 7	No	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	No	Nunca ha realizado	0	0	100000	19	17	No	No	Si	Nunca	Nunca	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	De 1 a 5 anos	5 personas	Subsidiado/ Sisben	Grado 6	Si	Desfavorable	Muy favorable	Favorable	Nunca he trabajado	Nunca ha realizado	50000	0	0	No Aplica	17	No	No	No	A veces	Nunca	No	No	No	Si
22	22-26	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	De tus padres/ hermanos	Mas de 10 anos	3 personas	Cotizante	Grado 9	No	Favorable	Favorable	Favorable	No	Muy buena	0	0	100000	No Aplica	10	No	No	Si	Siempre	Nunca	No	No	No	Si
18	18-21	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 9	Si	Favorable	Ni favorable/ Ni desfavorable	Favorable	Si	Buena	0	10000	0	No Aplica	17	No	No	Si	Casi Siempre	A veces	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	Siempre	6 personas	Subsidiado/ Sisben	Grado 8	Si	Favorable	Favorable	Ni favorable/ Ni desfavorable	No	Buena	0	0	0	No Aplica	14	No	No	No	A veces	Nunca	No	No	No	No
25	22-26	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	Mas de 10 anos	3 personas	Subsidiado/ Sisben	Grado 9	Si	Muy desfavorable	Favorable	Ni favorable/ Ni desfavorable	No	Nunca ha realizado	0	0	0	No Aplica	17	No	No	No	Nunca	Nunca	No	No	No	No
21	18-21	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Mas de 10 anos	7 personas	Subsidiado/ Sisben	Tecnica incompleta o en curso	Si	Muy desfavorable	Muy favorable	Favorable	Nunca he trabajado	Muy Mala	6000	0	0	16	15	No	No	Si	Siempre	A veces	No	No	No	Si
21	18-21	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	5 personas	Cotizante	Tecnica incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Muy favorable	Ni favorable/ Ni desfavorable	Si	Ni buena/ Ni mala	30000	0	0	No Aplica	15	No	No	Si	Siempre	Casi nunca	No	No	No	Si
20	18-21	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	Menos de 1 ano	2 personas	Subsidiado/ Sisben	Grado 11	No	Muy favorable	Favorable	Muy favorable	No	Nunca ha realizado	0	0	0	No Aplica	19	No	No	No	Nunca	Nunca	No	Si	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	Prestado por un familiar o amigo	Mas de 10 anos	6 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Muy desfavorable	Muy favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	No	No	Nunca	Nunca	No	No	No	Si
18	18-21	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Tecnica incompleta o en curso	Si	Desfavorable	Favorable	Favorable	No	Muy Mala	15000	0	0	No Aplica	14	No	No	Si	Nunca	Nunca	No	No	No	Si
18	18-21	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Cotizante	Grado 9	Si	Ni favorable/ Ni desfavorable	Desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	No Aplica	No	Si	Si	Nunca	Nunca	No	No	No	No
17	14-17	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Menos de 1 ano	3 personas	Beneficiario	Grado 10	No	Desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Nunca ha realizado	0	0	0	17	16	No	No	No	Nunca	Nunca	No	No	No	No
14	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	De 1 a 5 anos	4 personas	Ninguno	Grado 9	Si	Ni favorable/ Ni desfavorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	14	No	No	Si	Siempre	Siempre	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	Grado 8	Si	Muy favorable	Ni favorable/ Ni desfavorable	Desfavorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	No	No	Nunca	Nunca	No	Si	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	De 1 a 5 anos	4 personas	Beneficiario	Tecnica incompleta o en curso	Si	Muy favorable	Muy favorable	Favorable	No	Buena	0	0	0	No Aplica	No Aplica	No	No	No	A veces	Casi nunca	No	No	Si	No
15	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	Siempre	Mas de 10 personas	Subsidiado/ Sisben	Grado 6	Si	Ni favorable/ Ni desfavorable	Desfavorable	Ni favorable/ Ni desfavorable	No	Nunca ha realizado	0	0	0	No Aplica	No Aplica	No	No	No	Nunca	Nunca	No	No	No	No
24	22-26	Mujer	Casado(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	De tus padres/ hermanos	Siempre	5 personas	Subsidiado/ Sisben	Grado 5	No	Muy desfavorable	Favorable	Muy favorable	No	Nunca ha realizado	0	0	0	15	14	No	No	Si	Nunca	Nunca	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	De tus padres/ hermanos	Siempre	5 personas	Beneficiario	Grado 10	Si	Favorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Nunca ha realizado	20000	20000	0	No Aplica	13	No	Si	Si	Casi Siempre	Casi Siempre	Si	No	No	No
22	22-26	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	3 personas	Subsidiado/ Sisben	Grado 11	No	Muy desfavorable	Muy favorable	Muy favorable	No	Ni buena/ Ni mala	10000	50000	0	No Aplica	19	No	No	Si	Casi nunca	A veces	No	No	No	Si
26	22-26	Mujer	Separado(a) o divorciado(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	Menos de 1 ano	6 personas	Subsidiado/ Sisben	Grado 3	No	Muy desfavorable	Muy desfavorable	Muy desfavorable	No	Nunca ha realizado	0	0	0	19	17	No	No	No	Nunca	Nunca	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Siempre	6 personas	Beneficiario	Grado 11	No	Favorable	Favorable	Muy favorable	Nunca he trabajado	Buena	30000	0	0	No Aplica	18	No	No	Si	Nunca	A veces	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 7	Si	Muy favorable	Muy favorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	No Aplica	No	No	No	Nunca	Nunca	No	No	No	No
20	18-21	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Prestado por un familiar o amigo	Siempre	4 personas	Subsidiado/ Sisben	Tecnologia Incompleta o en curso	Si	Muy favorable	Muy favorable	Muy favorable	No	Buena	40000	0	0	No Aplica	19	No	No	Si	Siempre	A veces	No	No	No	Si
17	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 10	Si	Muy favorable	Muy favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	15	Si	No	Si	Casi Siempre	Casi nunca	Si	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	De tus padres/ hermanos	Mas de 10 anos	5 personas	Subsidiado/ Sisben	Grado 11	Si	Favorable	Muy favorable	Ni favorable/ Ni desfavorable	No	Mala	0	0	0	No Aplica	15	No	No	Si	Casi Siempre	Nunca	No	Si	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	De 1 a 5 anos	3 personas	Subsidiado/ Sisben	Grado 3	Si	Muy desfavorable	Favorable	Muy favorable	No	Nunca ha realizado	10000	0	30000	No Aplica	No Aplica	No	No	No	A veces	Siempre	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	De 5 a 10 anos	7 personas	Subsidiado/ Sisben	Grado 10	No	Ni favorable/ Ni desfavorable	Muy favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	100000	17	16	No	Si	Si	Nunca	Nunca	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 11	Si	Ni favorable/ Ni desfavorable	Favorable	Favorable	No	Buena	0	0	0	No Aplica	No Aplica	Si	Si	No	Nunca	Nunca	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	2 personas	Subsidiado/ Sisben	Grado 9	Si	Favorable	Desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	A veces	No	No	No	No
26	22-26	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Siempre	5 personas	Beneficiario	Tecnica incompleta o en curso	No	Desfavorable	Ni favorable/ Ni desfavorable	Favorable	No	Nunca ha realizado	0	0	0	19	16	No	Si	Si	Casi nunca	Nunca	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	Prestado por un familiar o amigo	Siempre	4 personas	Subsidiado/ Sisben	Grado 8	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	14	No	No	Si	Nunca	Nunca	No	No	No	No
19	18-21	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 10	No	Muy favorable	Muy favorable	Favorable	No	Nunca ha realizado	0	0	120000	19	17	No	Si	Si	Siempre	Nunca	No	No	No	No
20	18-21	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 7	Si	Favorable	Favorable	Favorable	Si	Nunca ha realizado	25000	50000	80000	No Aplica	10	No	No	No	Casi nunca	Nunca	No	No	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	3 personas	Subsidiado/ Sisben	Grado 7	No	Muy favorable	Favorable	Muy favorable	Si	Buena	0	0	0	No Aplica	12	No	Si	Si	Nunca	Nunca	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	De tus padres/ hermanos	Siempre	6 personas	Subsidiado/ Sisben	Grado 5	No	Muy desfavorable	Muy desfavorable	Muy desfavorable	No	Nunca ha realizado	0	0	100000	15	14	No	Si	Si	Nunca	Nunca	No	No	No	Si
14	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Prestado por un familiar o amigo	Siempre	4 personas	Beneficiario	Grado 5	Si	Favorable	Favorable	Favorable	No	Nunca ha realizado	0	0	0	No Aplica	No Aplica	No	No	No	Nunca	Nunca	No	No	No	No
25	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	6 personas	Cotizante	Grado 11	No	Ni favorable/ Ni desfavorable	Desfavorable	Ni favorable/ Ni desfavorable	Si	Ni buena/ Ni mala	50000	0	100000	20	18	No	No	No	Nunca	Nunca	No	No	No	No
20	18-21	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Siempre	8 personas	Subsidiado/ Sisben	Grado 11	Si	Favorable	Muy favorable	Muy favorable	Si	Muy buena	0	0	0	No Aplica	16	No	Si	Si	A veces	A veces	Si	No	No	No
20	18-21	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	De 5 a 10 anos	5 personas	Subsidiado/ Sisben	Tecnica incompleta o en curso	No	Favorable	Muy favorable	Muy favorable	No	Buena	0	0	0	18	17	No	No	Si	Nunca	Nunca	No	No	No	Si
18	18-21	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	De tus padres/ hermanos	Menos de 1 ano	8 personas	Subsidiado/ Sisben	Grado 9	Si	Muy favorable	Muy favorable	Muy favorable	No	Buena	0	0	150000	16	15	No	No	Si	Nunca	Nunca	No	No	No	No
14	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tu propiedad	Siempre	4 personas	Subsidiado/ Sisben	Grado 7	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	13	Si	No	No	Siempre	Siempre	No	No	No	Si
26	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Siempre	3 personas	Beneficiario	Tecnica Completa	No	Favorable	Favorable	Favorable	Si	Buena	0	0	175000	25	19	No	No	No	Nunca	Nunca	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	6 personas	Beneficiario	Grado 9	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	15	No	No	Si	A veces	A veces	Si	No	No	Si
25	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Siempre	4 personas	Beneficiario	Grado 6	No	Favorable	Desfavorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Buena	0	0	0	18	15	No	No	Si	Nunca	A veces	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Tecnica Completa	Si	Muy favorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Muy Mala	40000	0	0	No Aplica	19	No	No	Si	Siempre	Casi Siempre	No	Si	No	No
23	22-26	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	Siempre	6 personas	Beneficiario	Grado 6	No	Favorable	Favorable	Muy favorable	No	Buena	10000	20000	0	16	14	Si	Si	Si	Nunca	Siempre	Si	Si	Si	Si
16	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	De 1 a 5 anos	4 personas	Beneficiario	Grado 7	Si	Favorable	Muy favorable	Favorable	Nunca he trabajado	Buena	20000	0	0	No Aplica	12	No	No	No	Siempre	Casi nunca	No	No	No	No
25	22-26	Mujer	Casado(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Desfavorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Ni buena/ Ni mala	6000	0	0	18	16	No	No	No	Casi Siempre	Casi nunca	No	No	No	No
22	22-26	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Menos de 1 ano	3 personas	Beneficiario	Tecnica incompleta o en curso	Si	Muy favorable	Muy favorable	Muy favorable	Si	Buena	15000	0	0	No Aplica	16	No	No	Si	Casi nunca	A veces	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 11	Si	Desfavorable	Favorable	Ni favorable/ Ni desfavorable	Si	Muy buena	30000	0	0	No Aplica	No Aplica	No	No	No	A veces	Siempre	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	Grado 11	No	Muy favorable	Muy favorable	Muy favorable	No	Buena	30000	20000	0	15	14	No	No	No	Siempre	Nunca	Si	No	No	Si
15	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 10	Si	Muy favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	15	No	No	No	A veces	Casi nunca	No	No	No	No
22	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	Menos de 1 ano	5 personas	Beneficiario	Grado 6	No	Favorable	Favorable	Ni favorable/ Ni desfavorable	No	Ni buena/ Ni mala	0	0	0	16	15	No	No	Si	Nunca	Casi Siempre	No	Si	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	8 personas	Beneficiario	Grado 9	Si	Favorable	Muy favorable	Muy favorable	Nunca he trabajado	Buena	15000	0	0	No Aplica	No Aplica	No	No	No	A veces	Siempre	Si	No	No	Si
14	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 9	Si	Favorable	Muy favorable	Muy favorable	Nunca he trabajado	Buena	15000	0	0	No Aplica	No Aplica	No	No	No	Casi Siempre	Siempre	Si	No	No	Si
14	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 8	Si	Favorable	Favorable	Favorable	No	Buena	0	10000	0	No Aplica	No Aplica	No	No	Si	Nunca	A veces	No	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Siempre	5 personas	Beneficiario	Grado 10	Si	Ni favorable/ Ni desfavorable	Muy favorable	Ni favorable/ Ni desfavorable	No	Ni buena/ Ni mala	10000	30000	0	No Aplica	16	Si	Si	Si	A veces	A veces	No	No	No	Si
18	18-21	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	De tus padres/ hermanos	Siempre	5 personas	Beneficiario	Grado 7	Si	Favorable	Favorable	Favorable	No	Muy buena	20000	30000	0	No Aplica	13	No	No	Si	Casi Siempre	A veces	No	Si	No	Si
22	22-26	Hombre	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	6 personas	Subsidiado/ Sisben	Grado 11	No	Desfavorable	Desfavorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Mala	0	10000	0	20	14	Si	Si	Si	Casi Siempre	A veces	Si	No	Si	Si
25	22-26	Hombre	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	6 personas	Cotizante	Grado 6	No	Muy favorable	Muy favorable	Muy favorable	Si	Buena	40000	20000	70000	18	15	No	Si	Si	Casi Siempre	Casi Siempre	Si	Si	Si	Si
18	18-21	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Popular	NORORIENTAL	Estrato 1	De tus padres/ hermanos	Siempre	5 personas	Subsidiado/ Sisben	Grado 10	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Mala	0	0	20000	15	14	No	No	Si	A veces	Siempre	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Siempre	Mas de 10 personas	Subsidiado/ Sisben	Grado 9	Si	Ni favorable/ Ni desfavorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Mala	0	0	0	16	16	No	No	No	Nunca	Nunca	No	Si	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	10 personas	Subsidiado/ Sisben	Grado 9	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	No	No	Casi Siempre	Siempre	No	Si	No	Si
17	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	5 personas	Subsidiado/ Sisben	Grado 10	Si	Desfavorable	Favorable	Favorable	Nunca he trabajado	Buena	30000	0	0	16	14	No	No	No	Siempre	Siempre	No	No	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 1	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 7	No	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	0	0	16	15	No	Si	No	Nunca	A veces	No	No	Si	No
25	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Menos de 1 ano	4 personas	Beneficiario	Tecnica Completa	No	Favorable	Favorable	Muy favorable	Si	Ni buena/ Ni mala	20000	20000	0	19	18	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Popular	NORORIENTAL	Estrato 2	Alquilado	Menos de 1 ano	5 personas	Beneficiario	Grado 9	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	No	No	Siempre	Siempre	No	No	No	Si
